0,1,2,3,4
oo240020250062,צִּמְאָ֑ה,,o235800a,4
,,,,
oo240020270081,יְלִדְתָּ֔,ילדתני,o235838,7
oo240020270082,נוּ,כִּֽי,o235839,7
oo240020270091,כִּֽי,פָנ֥וּ,o235840,7
oo240020270101,פָנ֥וּ,אֵלַ֛י,o235841,7
oo240020270111,אֵלַ֛,עֹ֖רֶף,o235842,7
oo240020270112,י,וְ,o235843,7
oo240020270121,עֹ֖רֶף,לֹ֣א,o235844,7
oo240020270131,וְ,פָנִ֑ים,o235845,7
oo240020270132,לֹ֣א,וּ,o235846,7
oo240020270141,פָנִ֑ים,בְ,o235847,7
oo240020270151,וּ,עֵ֤ת,o235848,7
oo240020270152,בְ,רָֽעָתָם֙,o235849,7
oo240020270153,עֵ֤ת,יֹֽאמְר֔וּ,o235850,7
oo240020270161,רָֽעָתָ,ק֖וּמָה,o235851,7
oo240020270162,ם֙,וְ,o235852,7
oo240020270171,יֹֽאמְר֔וּ,הֹושִׁיעֵֽנוּ,o235853,7
,,,,
oo240070220102,י,אֹותָ֖ם,o238655,7
oo240070220111,אוֹתָ֖,מֵ,o238656,7
oo240070220112,ם,אֶ֣רֶץ,o238657,7
oo240070220121,מֵ,מִצְרָ֑יִם,o238658,7
oo240070220122,אֶ֣רֶץ,עַל,o238659,7
oo240070220131,מִצְרָ֑יִם,דִּבְרֵ֥י,o238660,7
oo240070220141,עַל,עֹולָ֖ה,o238661,7
oo240070220151,דִּבְרֵ֥י,וָ,o238662,7
oo240070220161,עוֹלָ֖ה,זָֽבַח,o238663,7
,,,,
oo240080060172,מְר֣וּצָתָ֔,מרצותם,o239106,7
oo240080060173,ם,כְּ,o239107,7
oo240080060181,כְּ,ס֥וּס,o239108,7
oo240080060182,ס֥וּס,שֹׁוטֵ֖ף,o239109,7
oo240080060191,שׁוֹטֵ֖ף,בַּ,o239110,7
oo240080060201,בַּ,,o239111,7
oo240080060201ה,,מִּלְחָמָֽה,o239112,7
,,,,
oo240140030041,צְעִירֵי,צעוריהם,o241718,7
oo240140030042,הֶ֖ם,לַ,o241719,7
oo240140030051,לַ,,o241720,7
oo240140030051ה,,מָּ֑יִם,o241721,7
oo240140030052,מָּ֑יִם,בָּ֣אוּ,o241722,7
oo240140030061,בָּ֣אוּ,עַל,o241723,7
oo240140030071,עַל,גֵּבִ֞ים,o241724,7
oo240140030081,גֵּבִ֞ים,לֹא,o241725,7
oo240140030091,לֹא,מָ֣צְאוּ,o241726,7
oo240140030101,מָ֣צְאוּ,מַ֗יִם,o241727,7
oo240140030111,מַ֗יִם,שָׁ֤בוּ,o241728,7
oo240140030121,שָׁ֤בוּ,כְלֵיהֶם֙,o241729,7
oo240140030131,כְלֵי,רֵיקָ֔ם,o241730,7
oo240140030132,הֶם֙,בֹּ֥שׁוּ,o241731,7
oo240140030141,רֵיקָ֔ם,וְ,o241732,7
oo240140030151,בֹּ֥שׁוּ,הָכְלְמ֖וּ,o241733,5
,,,,
oo240150110061,שֵֽׁרִיתִ֖י,שׁרותך,o242412,7
oo240150110062,ךָ,לְ,o242413,7
oo240150110071,לְ,טֹ֑וב,o242414,7
oo240150110072,ט֑וֹב,אִם,o242415,7
oo240150110081,אִם,לֹ֣וא,o242416,7
oo240150110091,ל֣וֹא,הִפְגַּ֣עְתִּֽי,o242417,7
oo240150110101,הִפְגַּ֣עְתִּֽי,בְךָ֗,o242418,5
,,,,
oo240150110112,ךָ֗,עֵ֥ת,o242420,7
oo240150110121,בְּ,רָעָ֛ה,o242421,7
oo240150110122,עֵ֥ת,וּ,o242422,7
oo240150110131,רָעָ֛ה,בְ,o242423,7
oo240150110141,וּ,עֵ֥ת,o242424,7
oo240150110142,בְ,צָרָ֖ה,o242425,7
oo240150110143,עֵ֥ת,אֶת,o242426,7
oo240150110151,צָרָ֖ה,הָ,o242427,7
oo240150110161,אֶת,אֹיֵֽב,o242428,7
,,,,
oo240170100102,דְרָכָ֔י,דרכו,o243302,7
oo240170100103,ו,כִּ,o243303,7
oo240170100111,כִּ,פְרִ֖י,o243304,7
oo240170100112,פְרִ֖י,מַעֲלָלָֽיו,o243305,7
,,,,
oo240170110111,יָמָי,ימו,o243319,7
oo240170110112,ו֙,יַעַזְבֶ֔נּוּ,o243320,4
oo240170110121,יַעַזְבֶ֔,,o243320a,4
oo240170110122,נּוּ,וּ,o243321,7
oo240170110131,וּ,בְ,o243322,7
oo240170110132,בְ,אַחֲרִיתֹ֖ו,o243323,7
oo240170110133,אַחֲרִית֖,יִהְיֶ֥ה,o243324,7
oo240170110134,וֹ,נָבָֽל,o243325,7
,,,,
oo240250070081,הַכְעִיסֵ֛,הכעסוני,o247159,7
oo240250070082,נִי,בְּ,o247160,7
oo240250070091,בְּ,מַעֲשֵׂ֥ה,o247161,7
oo240250070092,מַעֲשֵׂ֥ה,יְדֵיכֶ֖ם,o247162,7
oo240250070101,יְדֵי,לְ,o247163,7
oo240250070102,כֶ֖ם,רַ֥ע,o247164,7
oo240250070111,לְ,לָכֶֽם,o247165,7
oo240250080011,לָ,לָכֵ֕ן,o247166,4
oo240250080012,כֵ֕ן,,o247166a,4
,,,,
oo240290140081,שְׁבוּתְ,שׁביתכם,o249753,7
oo240290140082,כֶ֗ם,וְ,o249754,7
oo240290140091,וְ,קִבַּצְתִּ֣י,o249755,7
oo240290140092,קִבַּצְתִּ֣י,אֶ֠תְכֶם,o249756,7
oo240290140101,אֶ֠תְ,מִֽ,o249757,7
oo240290140102,כֶם,כָּל,o249758,7
oo240290140111,מִֽ,הַ,o249759,7
oo240290140112,כָּל,גֹּויִ֞ם,o249760,7
oo240290140121,הַ,וּ,o249761,7
oo240290140122,גּוֹיִ֞ם,מִ,o249762,7
oo240290140131,וּ,כָּל,o249763,7
oo240290140132,מִ,הַ,o249764,7
oo240290140133,כָּל,מְּקֹומֹ֗ות,o249765,7
oo240290140141,הַ,אֲשֶׁ֨ר,o249766,7
oo240290140142,מְּקוֹמ֗וֹת,הִדַּ֧חְתִּי,o249767,7
oo240290140151,אֲשֶׁ֨ר,אֶתְכֶ֛ם,o249768,7
oo240290140161,הִדַּ֧חְתִּי,שָׁ֖ם,o249769,7
oo240290140171,אֶתְ,נְאֻם,o249770,7
oo240290140172,כֶ֛ם,יְהוָ֑ה,o249771,7
oo240290140181,שָׁ֖ם,וַ,o249772,7
oo240290140191,נְאֻם,הֲשִׁבֹתִ֣י,o249773,7
oo240290140201,יְהוָ֑ה,אֶתְכֶ֔ם,o249774,7
oo240290140211,וַ,אֶל,o249775,7
oo240290140212,הֲשִׁבֹתִ֣י,הַ֨,o249776,7
oo240290140221,אֶתְ,מָּקֹ֔ום,o249777,7
oo240290140222,כֶ֔ם,אֲשֶׁר,o249778,7
oo240290140231,אֶל,הִגְלֵ֥יתִי,o249779,7
oo240290140241,הַ֨,אֶתְכֶ֖ם,o249780,7
oo240290140242,מָּק֔וֹם,מִ,o249781,7
oo240290140251,אֲשֶׁר,שָּֽׁם,o249782,7
,,,,
oo240320230083,תוֹרָתְ,תרותך,o252001,7
oo240320230084,ךָ֣,לֹא,o252002,7
oo240320230091,לֹא,הָלָ֔כוּ,o252003,7
oo240320230101,הָלָ֔כוּ,אֵת֩,o252004,7
oo240320230111,אֵת֩,כָּל,o252005,7
oo240320230121,כָּל,אֲשֶׁ֨ר,o252006,7
oo240320230131,אֲשֶׁ֨ר,צִוִּ֧יתָה,o252007,7
oo240320230141,צִוִּ֧יתָה,לָהֶ֛ם,o252008,5
,,,,
oo240320230152,הֶ֛ם,עֲשֹׂ֖ות,o252010,7
oo240320230161,לַ,לֹ֣א,o252011,7
oo240320230162,עֲשׂ֖וֹת,עָשׂ֑וּ,o252012,4
oo240320230162a,,וַ,o252013,4
oo240320230171,לֹ֣א,תַּקְרֵ֣א,o252014,7
oo240320230181,עָשׂ֑וּ,אֹתָ֔ם,o252015,7
oo240320230191,וַ,אֵ֥ת,o252016,7
oo240320230192,תַּקְרֵ֣א,כָּל,o252017,7
oo240320230201,אֹתָ֔,הָ,o252018,7
oo240320230202,ם,רָעָ֖ה,o252019,7
oo240320230211,אֵ֥ת,הַ,o252020,7
oo240320230221,כָּל,זֹּֽאת,o252021,7
,,,,
oo240340110132,יִּכְבְּשׁ֔וּ,יכבישׁום,o253428,7
oo240340110133,ם,לַ,o253429,7
oo240340110141,לַ,עֲבָדִ֖ים,o253430,7
oo240340110142,עֲבָדִ֖ים,וְ,o253431,7
oo240340110151,וְ,לִ,o253432,7
oo240340110152,לִ,שְׁפָחֹֽות,o253433,7
,,,,
oo240390030091,נֵרְגַ֣ל,נֵרְגַ֣ל שַׂר־֠אֶצֶר,o256418,4
oo240390030101,שַׂר,,o256418a,4
oo240390030111,אֶ֠צֶר,סַֽמְגַּר־נְב֞וּ,o256419,7
oo240390030121,סַֽמְגַּר,שַׂר־סְכִ֣ים,o256420,7
oo240390030131,נְב֞וּ,רַב,o256421,7
oo240390030141,שַׂר,סָרִ֗יס,o256422,7
oo240390030151,סְכִ֣ים,נֵרְגַ֤ל שַׂר־אֶ֨צֶר֙,o256423,5
,,,,
oo240390030171,סָרִ֗יס,מָ֔ג,o256425,7
oo240390030181,נֵרְגַ֤ל,וְ,o256426,7
oo240390030191,שַׂר,כָל,o256427,7
oo240390030201,אֶ֨צֶר֙,שְׁאֵרִ֔ית,o256428,7
oo240390030211,רַב,שָׂרֵ֖י,o256429,7
oo240390030221,מָ֔ג,מֶ֥לֶךְ,o256430,7
oo240390030231,וְ,בָּבֶֽל,o256431,7
,,,,
oo240390130082,נֵרְגַ֥ל,נֵרְגַ֥ל שַׂר־אֶ֖צֶר,o256650,4
oo240390130091,שַׂר,,o256650a,4
oo240390130101,אֶ֖צֶר,רַב,o256651,7
oo240390130111,רַב,מָ֑ג,o256652,7
oo240390130121,מָ֑ג,וְ,o256653,7
oo240390130131,וְ,כֹ֖ל,o256654,7
oo240390130132,כֹ֖ל,רַבֵּ֥י,o256655,7
oo240390130141,רַבֵּ֥י,מֶֽלֶךְ,o256656,7
oo240390130151,מֶֽלֶךְ,בָּבֶֽל,o256657,7
,,,,
oo240500060101,שֽׁוֹבְב֑וּ,שׁובבים,o261986,7
oo240500060102,ם,מֵ,o261987,7
oo240500060111,מֵ,הַ֤ר,o261988,7
oo240500060112,הַ֤ר,אֶל,o261989,7
oo240500060121,אֶל,גִּבְעָה֙,o261990,7
oo240500060131,גִּבְעָה֙,הָלָ֔כוּ,o261991,7
oo240500060141,הָלָ֔כוּ,שָׁכְח֖וּ,o261992,7
oo240500060151,שָׁכְח֖וּ,רִבְצָֽם,o261993,7
,,,,
oo240500440121,אֲרִיצֵ,ארוצם,o262688,7
oo240500440122,ם֙,מֵֽ,o262689,7
oo240500440131,מֵֽ,עָלֶ֔יהָ,o262690,7
oo240500440132,עָלֶ֔י,וּ,o262691,7
oo240500440133,הָ,מִ֥י,o262692,7
oo240500440141,וּ,בָח֖וּר,o262693,7
oo240500440142,מִ֥י,אֵלֶ֣יהָ,o262694,7
oo240500440151,בָח֖וּר,אֶפְקֹ֑ד,o262695,7
oo240500440161,אֵלֶ֣י,כִּ֣י,o262696,7
oo240500440162,הָ,מִ֤י,o262697,7
oo240500440171,אֶפְקֹ֑ד,כָמֹ֨ונִי֙,o262698,7
oo240500440181,כִּ֣י,וּ,o262699,5
,,,,
oo240500440201,כָמ֨וֹ,יֹועִדֶ֔נִּי,o262701,7
oo240500440202,נִי֙,וּ,o262702,7
oo240500440211,וּ,מִֽי,o262703,7
oo240500440212,מִ֣י,זֶ֣ה,o262704,7
oo240500440221,יוֹעִדֶ֔,רֹעֶ֔ה,o262705,7
oo240500440222,נִּי,אֲשֶׁ֥ר,o262706,7
oo240500440231,וּ,יַעֲמֹ֖ד,o262707,7
oo240500440232,מִֽי,לְ,o262708,7
oo240500440241,זֶ֣ה,פָנָֽי,o262709,7
oo240500450011,לָ,לָכֵ֞ן,o262710,4
oo240500450012,כֵ֞ן,,o262710a,4
,,,,
oo240510330181,לָֽ,לָֽהּ,o263337,4
oo240510330182,הּ,,o263337a,4
oo240510340021,אֲכָלַ֣,אכלנו,o263338,7
oo240510340022,נִי,הממנו,o263339,7
oo240510340041,הֲמָמַ֗,נְבוּכַדְרֶאצַּר֮,o263340,7
oo240510340042,נִי,מֶ֣לֶךְ,o263341,7
oo240510340051,נְבוּכַדְרֶאצַּר֮,בָּבֶל֒,o263342,7
oo240510340061,מֶ֣לֶךְ,הציגנו,o263343,7
oo240510340071,בָּבֶל֒,כְּלִ֣י,o263344,7
oo240510340091,הִצִּיגַ֨,רִ֔יק,o263345,7
oo240510340092,נִי֙,בלענו,o263346,7
oo240510340101,כְּלִ֣י,כַּ,o263347,4
oo240510340101a,,,o263348,4
oo240510340111,רִ֔יק,תַּנִּ֔ין,o263349,7
oo240510340131,בְּלָעַ֨,מִלָּ֥א,o263350,7
oo240510340132,נִי֙,כְרֵשֹׂ֖ו,o263351,7
oo240510340141,כַּ,מֵֽ,o263352,7
oo240510340141ה,,עֲדָנָ֑י,o263353,7
oo240510340142,תַּנִּ֔ין,הדיחנו,o263354,7
oo240510350011,חֲמָסִ֤,חֲמָסִ֤י,o263355,4
oo240510350012,י,,o263355a,4
,,,,
oo250010110081,מַחֲמַדֵּי,מחמודיהם,o363729,7
oo250010110082,הֶ֛ם,בְּ,o363730,7
oo250010110091,בְּ,אֹ֖כֶל,o363731,7
oo250010110092,אֹ֖כֶל,לְ,o363732,7
oo250010110101,לְ,הָשִׁ֣יב,o363733,7
oo250010110102,הָשִׁ֣יב,נָ֑פֶשׁ,o363734,7
oo250010110111,נָ֑פֶשׁ,רְאֵ֤ה,o363735,7
oo250010110121,רְאֵ֤ה,יְהוָה֙,o363736,7
oo250010110131,יְהוָה֙,וְֽ,o363737,7
oo250010110141,וְֽ,הַבִּ֔יטָה,o363738,7
oo250010110142,הַבִּ֔יטָ,כִּ֥י,o363739,7
oo250010110143,ה,הָיִ֖יתִי,o363740,7
oo250010110151,כִּ֥י,זֹולֵלָֽה,o363741,7
,,,,
oo250020140121,שְׁבוּתֵ֑,שׁביתך,o364267,7
oo250020140122,ךְ,וַ,o364268,7
oo250020140131,וַ,יֶּ֣חֱזוּ,o364269,4
oo250020140132,יֶּ֣חֱזוּ,,o364269a,4
oo250020140141,לָ֔,לָ֔ךְ,o364270,4
oo250020140142,ךְ,,o364270a,4
,,,,
oo250020190042,לַּ֗יְלָה,ליל,o364369,4
oo250020190042a,,לְ,o364370,4
oo250020190051,לְ,רֹאשׁ֙,o364371,7
oo250020190052,רֹאשׁ֙,אַשְׁמֻרֹ֔ות,o364372,7
oo250020190061,אַשְׁמֻר֔וֹת,שִׁפְכִ֤י,o364373,7
oo250020190071,שִׁפְכִ֤י,כַ,o364374,4
oo250020190071a,,,o364375,4
oo250020190081,כַ,מַּ֨יִם֙,o364376,7
oo250020190081ה,,לִבֵּ֔ךְ,o364377,7
oo250020190082,מַּ֨יִם֙,נֹ֖כַח,o364378,7
oo250020190091,לִבֵּ֔,פְּנֵ֣י,o364379,7
oo250020190092,ךְ,אֲדֹנָ֑י,o364380,7
oo250020190101,נֹ֖כַח,שְׂאִ֧י,o364381,7
oo250020190111,פְּנֵ֣י,אֵלָ֣יו,o364382,7
oo250020190121,אֲדֹנָ֑,כַּפַּ֗יִךְ,o364383,7
oo250020190122,י,עַל,o364384,7
oo250020190131,שְׂאִ֧י,נֶ֨פֶשׁ֙,o364385,7
oo250020190141,אֵלָ֣י,עֹֽולָלַ֔יִךְ,o364386,7
oo250020190142,ו,הָ,o364387,7
oo250020190151,כַּפַּ֗יִ,עֲטוּפִ֥ים,o364388,7
oo250020190152,ךְ,בְּ,o364389,7
oo250020190161,עַל,רָעָ֖ב,o364390,7
oo250020190171,נֶ֨פֶשׁ֙,בְּ,o364391,7
oo250020190181,עֽוֹלָלַ֔יִ,רֹ֥אשׁ,o364392,7
oo250020190182,ךְ,כָּל,o364393,7
oo250020190191,הָ,חוּצֹֽות,o364394,7
,,,,
oo250040030131,כַּ,כי,o364992,4
oo250040030131ה,,,o364992a,4
oo250040030132,יְעֵנִ֖ים,,o364993,7
,NA,ענים,o364994,6
,,,,
oo250040170021,עוֹדֵ֨י,עודינה,o365192,7
oo250040170022,נוּ֙,תִּכְלֶ֣ינָה,o365193,7
oo250040170031,תִּכְלֶ֣ינָה,עֵינֵ֔ינוּ,o365194,7
oo250040170041,עֵינֵ֔י,אֶל,o365195,7
oo250040170042,נוּ,עֶזְרָתֵ֖נוּ,o365196,7
oo250040170051,אֶל,הָ֑בֶל,o365197,7
oo250040170061,עֶזְרָתֵ֖,בְּ,o365198,7
oo250040170062,נוּ,צִפִּיָּתֵ֣נוּ,o365199,7
oo250040170071,הָ֑בֶל,צִפִּ֔ינוּ,o365200,7
oo250040170081,בְּ,אֶל,o365201,7
oo250040170082,צִפִּיָּתֵ֣,גֹּ֖וי,o365202,7
oo250040170083,נוּ,לֹ֥א,o365203,7
oo250040170091,צִפִּ֔ינוּ,יֹושִֽׁעַ,o365204,7
,,,,
oo250050010072,ה,וּ,o365285,7
oo250050010081,וּ,רְאֵ֥ה,o365286,7
oo250050010082,רְאֵ֥ה,אֶת,o365287,7
oo250050010091,אֶת,חֶרְפָּתֵֽנוּ,o365288,7
oo250050020011,נַחֲלָתֵ֨,נַחֲלָתֵ֨נוּ֙,o365289,4
oo250050020012,נוּ֙,,o365289a,4
,,,,
oo250050070041,וְ,,o365329,7
oo250050070042,אֵינָ֔,אינם,o365330,4
oo250050070043,ם,,o365330a,4
oo250050070061,וַ,,o365331,5
,,,,
oo260090040041,אֵלָ֔י,אלו,o268170,7
oo260090040042,ו,עֲבֹר֙,o268171,7
oo260090040051,עֲבֹר֙,בְּ,o268172,7
oo260090040061,בְּ,תֹ֣וךְ,o268173,7
oo260090040062,ת֣וֹךְ,הָ,o268174,7
oo260090040071,הָ,עִ֔יר,o268175,7
oo260090040072,עִ֔יר,בְּ,o268176,7
oo260090040081,בְּ,תֹ֖וךְ,o268177,7
oo260090040082,ת֖וֹךְ,יְרֽוּשָׁלִָ֑ם,o268178,7
oo260090040091,יְרֽוּשָׁלִָ֑ם,וְ,o268179,7
oo260090040101,וְ,הִתְוִ֨יתָ,o268180,4
oo260090040102,הִתְוִ֨יתָ,,o268180a,4
,,,,
oo260160510131,אֲחוֹתַ֔יִ,אחותך,o271961,7
oo260160510132,ךְ,בְּ,o271962,7
oo260160510141,בְּ,כָל,o271963,7
oo260160510142,כָל,תֹּועֲבֹותַ֖יִךְ,o271964,7
oo260160510151,תּוֹעֲבוֹתַ֖יִ,אֲשֶׁ֥ר,o271965,7
oo260160510152,ךְ,עשׂיתי,o271966,7
,,,,
oo260170210041,מִבְרָחָ֤י,מברחו,o272597,7
oo260170210042,ו,בְּ,o272598,7
oo260170210051,בְּ,כָל,o272599,7
oo260170210052,כָל,אֲגַפָּיו֙,o272600,7
oo260170210061,אֲגַפָּי,בַּ,o272601,7
oo260170210062,ו֙,,o272602,7
oo260170210071,בַּ,חֶ֣רֶב,o272603,4
oo260170210071ה,,,o272603a,4
oo260170210072,חֶ֣רֶב,יִפֹּ֔לוּ,o272604,7
oo260170210081,יִפֹּ֔לוּ,וְ,o272605,4
oo260170210081a,,הַ,o272606,4
oo260170210091,וְ,נִּשְׁאָרִ֖ים,o272607,7
oo260170210092,הַ,לְ,o272608,7
oo260170210093,נִּשְׁאָרִ֖ים,כָל,o272609,7
oo260170210101,לְ,ר֣וּחַ,o272610,7
oo260170210102,כָל,יִפָּרֵ֑שׂוּ,o272611,7
oo260170210111,ר֣וּחַ,וִ,o272612,7
oo260170210121,יִפָּרֵ֑שׂוּ,ידַעְתֶּ֕ם,o272613,7
oo260170210131,וִ,כִּ֛י,o272614,7
oo260170210132,ידַעְתֶּ֕ם,אֲנִ֥י,o272615,7
oo260170210141,כִּ֛י,יְהוָ֖ה,o272616,7
oo260170210151,אֲנִ֥י,דִּבַּֽרְתִּי,o272617,7
,,,,
oo260180210061,חַטֹּאתָי,חטאתו,o273091,7
oo260180210062,ו֙,אֲשֶׁ֣ר,o273092,7
oo260180210071,אֲשֶׁ֣ר,עָשָׂ֔ה,o273093,7
oo260180210081,עָשָׂ֔ה,וְ,o273094,7
oo260180210091,וְ,שָׁמַר֙,o273095,7
oo260180210092,שָׁמַר֙,אֶת,o273096,7
oo260180210101,אֶת,כָּל,o273097,7
oo260180210111,כָּל,חֻקֹותַ֔י,o273098,7
oo260180210121,חֻקּוֹתַ֔,וְ,o273099,7
oo260180210122,י,עָשָׂ֥ה,o273100,7
oo260180210131,וְ,מִשְׁפָּ֖ט,o273101,7
oo260180210132,עָשָׂ֥ה,וּ,o273102,7
oo260180210141,מִשְׁפָּ֖ט,צְדָקָ֑ה,o273103,7
oo260180210151,וּ,חָיֹ֥ה,o273104,7
oo260180210152,צְדָקָ֑ה,יִחְיֶ֖ה,o273105,7
oo260180210161,חָיֹ֥ה,לֹ֥א,o273106,7
oo260180210171,יִחְיֶ֖ה,יָמֽוּת,o273107,7
,,,,
oo260180240151,צִדְקֹתָ֤י,צדקתו,o273157,7
oo260180240152,ו,אֲשֶׁר,o273158,7
oo260180240161,אֲשֶׁר,עָשָׂה֙,o273159,7
oo260180240171,עָשָׂה֙,לֹ֣א,o273160,7
oo260180240181,לֹ֣א,תִזָּכַ֔רְנָה,o273161,7
oo260180240191,תִזָּכַ֔רְנָה,בְּ,o273162,7
oo260180240201,בְּ,מַעֲלֹ֧ו,o273163,7
oo260180240202,מַעֲל֧,אֲשֶׁר,o273164,7
oo260180240203,וֹ,מָעַ֛ל,o273165,7
oo260180240211,אֲשֶׁר,וּ,o273166,7
oo260180240221,מָעַ֛ל,בְ,o273167,7
oo260180240231,וּ,חַטָּאתֹ֥ו,o273168,7
oo260180240232,בְ,אֲשֶׁר,o273169,7
oo260180240233,חַטָּאת֥,חָטָ֖א,o273170,7
oo260180240234,וֹ,בָּ֥ם,o273171,7
oo260180240241,אֲשֶׁר,יָמֽוּת,o273172,7
,,,,
oo260230160023,ה,עֲלֵיהֶ֖ם,o275948,4
oo260230160031,עֲלֵי,,o275948a,4
oo260230160032,הֶ֖ם,לְ,o275949,7
oo260230160041,לְ,מַרְאֵ֣ה,o275950,7
oo260230160042,מַרְאֵ֣ה,עֵינֶ֑יהָ,o275951,7
oo260230160051,עֵינֶ֑י,וַ,o275952,7
oo260230160052,הָ,תִּשְׁלַ֧ח,o275953,7
oo260230160061,וַ,מַלְאָכִ֛ים,o275954,7
oo260230160062,תִּשְׁלַ֧ח,אֲלֵיהֶ֖ם,o275955,7
oo260230160071,מַלְאָכִ֛ים,כַּשְׂדִּֽימָה,o275956,7
,,,,
oo260230430051,עַתָּ֛ה,עת,o276450,7
oo260230430071,יִזְנ֥וּ,יזנה,o276451,7
oo260230430081,תַזְנוּתֶ֖,תַזְנוּתֶ֖הָ,o276452,4
oo260230430082,הָ,,o276452a,4
,,,,
oo260310050121,פֹארֹתָ֛י,פארתו,o279864,7
oo260310050122,ו,מִ,o279865,7
oo260310050131,מִ,מַּ֥יִם,o279866,4
oo260310050132,מַּ֥יִם,,o279866a,4
,,,,
oo260330130131,צִדְקֹתָי,צדקתו,o281104,7
oo260330130132,ו֙,לֹ֣א,o281105,7
oo260330130141,לֹ֣א,תִזָּכַ֔רְנָה,o281106,7
oo260330130151,תִזָּכַ֔רְנָה,וּ,o281107,7
oo260330130161,וּ,בְ,o281108,7
oo260330130162,בְ,עַוְלֹ֥ו,o281109,7
oo260330130163,עַוְל֥,אֲשֶׁר,o281110,7
oo260330130164,וֹ,עָשָׂ֖ה,o281111,7
oo260330130171,אֲשֶׁר,בֹּ֥ו,o281112,7
oo260330130181,עָשָׂ֖ה,יָמֽוּת,o281113,7
,,,,
oo260330160031,חַטֹּאתָי,חטאתו,o281150,7
oo260330160032,ו֙,אֲשֶׁ֣ר,o281151,7
oo260330160041,אֲשֶׁ֣ר,חָטָ֔א,o281152,7
oo260330160051,חָטָ֔א,לֹ֥א,o281153,7
oo260330160061,לֹ֥א,תִזָּכַ֖רְנָה,o281154,7
oo260330160071,תִזָּכַ֖רְנָה,לֹ֑ו,o281155,7
oo260330160081,ל֑,מִשְׁפָּ֧ט,o281156,5
,,,,
oo260330160091,מִשְׁפָּ֧ט,צְדָקָ֛ה,o281158,7
oo260330160101,וּ,עָשָׂ֖ה,o281159,7
oo260330160102,צְדָקָ֛ה,חָיֹ֥ו,o281160,7
oo260330160111,עָשָׂ֖ה,יִֽחְיֶֽה,o281161,7
,,,,
oo260360130141,גּוֹיַ֖יִ,גויך,o282720,7
oo260360130142,ךְ,הָיִֽית,o282721,7
oo260360140011,לָ,לָכֵ֗ן,o282722,4
oo260360140012,כֵ֗ן,,o282722a,4
,,,,
oo260360140072,גוֹיַ֖יִ,גויך,o282728,7
oo260360140073,ךְ,לֹ֣א,o282729,7
oo260360140081,לֹ֣א,תכשׁלי,o282730,7
oo260360140101,תְשַׁכְּלִי,עֹ֑וד,o282731,7
oo260360140111,ע֑וֹד,נְאֻ֖ם,o282732,7
oo260360140121,נְאֻ֖ם,אֲדֹנָ֥י,o282733,7
oo260360140131,אֲדֹנָ֥,יְהוִֽה,o282734,7
,,,,
oo260360150132,גוֹיַ֨יִ,גויך,o282750,7
oo260360150133,ךְ֙,לֹא,o282751,7
oo260360150141,לֹא,תַכְשִׁ֣לִי,o282752,7
oo260360150151,תַכְשִׁ֣לִי,עֹ֔וד,o282753,7
oo260360150161,ע֔וֹד,נְאֻ֖ם,o282754,7
oo260360150171,נְאֻ֖ם,אֲדֹנָ֥י,o282755,7
oo260360150181,אֲדֹנָ֥,יְהוִֽה,o282756,7
,,,,
oo260370160151,וּ,לְקַח֙,o283523,7
oo260370160152,לְקַח֙,עֵ֣ץ,o283524,7
oo260370160161,עֵ֣ץ,אֶחָ֔ד,o283525,7
oo260370160171,אֶחָ֔ד,וּ,o283526,7
oo260370160181,וּ,כְתֹ֣וב,o283527,4
oo260370160182,כְת֣וֹב,,o283527a,4
oo260370160191,עָלָ֗י,עָלָ֗יו,o283528,4
oo260370160192,ו,,o283528a,4
,,,,
oo260370190201,וְ,נָתַתִּי֩,o283591,7
oo260370190202,נָתַתִּי֩,אֹותָ֨ם,o283592,7
oo260370190211,אוֹתָ֨,עָלָ֜יו,o283593,7
oo260370190212,ם,אֶת,o283594,7
oo260370190221,עָלָ֜י,עֵ֣ץ,o283595,7
oo260370190222,ו,יְהוּדָ֗ה,o283596,7
oo260370190231,אֶת,וַֽ,o283597,7
oo260370190241,עֵ֣ץ,עֲשִׂיתִם֙,o283598,7
oo260370190251,יְהוּדָ֗ה,לְ,o283599,7
oo260370190261,וַֽ,עֵ֣ץ,o283600,7
oo260370190262,עֲשִׂיתִ,אֶחָ֔ד,o283601,7
oo260370190263,ם֙,וְ,o283602,7
oo260370190271,לְ,הָי֥וּ,o283603,7
oo260370190272,עֵ֣ץ,אֶחָ֖ד,o283604,7
oo260370190281,אֶחָ֔ד,בְּ,o283605,7
oo260370190291,וְ,יָדִֽי,o283606,7
,,,,
oo260400060111,וַ,יָּ֣מָד,o285117,7
oo260400060112,יָּ֣מָד,אֶת,o285118,7
oo260400060121,אֶת,סַ֣ף,o285119,7
oo260400060131,סַ֣ף,הַ,o285120,7
oo260400060141,הַ,שַּׁ֗עַר,o285121,7
oo260400060142,שַּׁ֗עַר,קָנֶ֤ה,o285122,7
oo260400060151,קָנֶ֤ה,אֶחָד֙,o285123,7
oo260400060161,אֶחָד֙,רֹ֔חַב,o285124,7
oo260400060171,רֹ֔חַב,וְ,o285125,7
oo260400060181,וְ,אֵת֙,o285126,7
oo260400060182,אֵת֙,סַ֣ף,o285127,7
oo260400060191,סַ֣ף,אֶחָ֔ד,o285128,7
